time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/value_loss,train/approx_kl
100,38,193,19456,-0.0018614435684867203,-1.1709025278687477,0.0205078125,0.2,-10.005114555358887,148,-0.02489032968878746,0.0003,7.289709513802478e-08,0.0036268479
103,39,193,19968,-0.00822379652527161,-1.1692914180457592,0.091796875,0.2,-5.9188079833984375,152,-0.025730159133672714,0.0003,2.2816989342366867e-07,0.009333535
105,40,193,20480,-0.004318365827202797,-1.1646556593477726,0.03369140625,0.2,-12.686078071594238,156,-0.015928201377391815,0.0003,6.12567214730575e-08,0.0075604906
108,41,193,20992,-0.00032077700598165393,-1.1580553986132145,0.0,0.2,-5.738516330718994,160,0.0013804006157442927,0.0003,1.7712009459103228e-07,0.0014283478
110,42,193,21504,-0.0016932254657149315,-1.127223126590252,0.0,0.2,-10.829864501953125,164,-0.0026869403664022684,0.0003,9.611414830690279e-08,0.0037681654
113,43,194,22016,-0.0035253035312052816,-1.0988178960978985,0.03076171875,0.2,-0.5282974243164062,168,-0.0009421077556908131,0.0003,1.1633718677295235e-07,0.00513712
116,44,194,22528,-0.002639645535964519,-1.073551382869482,0.01171875,0.2,-2.3422436714172363,172,-0.003024037228897214,0.0003,7.277339786337933e-08,0.0020873267
118,45,194,23040,-0.0025384854525327682,-1.0645892769098282,0.02783203125,0.2,-6.047327518463135,176,-0.016772039234638214,0.0003,1.1727945270489926e-07,0.0037518651
121,46,194,23552,-0.0012955647689523175,-1.0742991231381893,0.0,0.2,-5.25761604309082,180,-0.015218963846564293,0.0003,6.112523781576229e-08,0.0019958264
123,47,194,24064,-0.0048068126634461805,-1.058525126427412,0.00830078125,0.2,-0.6513594388961792,184,-0.010406645014882088,0.0003,1.2949595618039211e-06,0.0042703603
126,48,194,24576,-0.012300579342991114,-1.1094373986124992,0.12353515625,0.2,-6.957112789154053,188,-0.026716066524386406,0.0003,2.3469419589972063e-06,0.013317148
128,49,194,25088,-0.012510128028225154,-1.120036356151104,0.12646484375,0.2,0.8657172918319702,192,-0.02067800797522068,0.0003,0.0001746170496517152,0.010444939
131,50,194,25600,-0.00813931634183973,-1.1583703458309174,0.07958984375,0.2,0.4605122208595276,196,-0.02814962901175022,0.0003,4.6917044016936416e-05,0.010245865
134,51,194,26112,-0.010881572030484676,-1.1949258148670197,0.11181640625,0.2,0.16169112920761108,200,-0.02737957425415516,0.0003,4.05235666534054e-06,0.012180978
136,52,194,26624,-0.0008923992718337104,-1.1475342325866222,0.0078125,0.2,-4.390371799468994,204,-0.022156143561005592,0.0003,4.2091926311105254e-07,0.0037485445
139,53,194,27136,-0.00683710363227874,-1.1670331694185734,0.06396484375,0.2,-7.982357978820801,208,-0.0024336562491953373,0.0003,4.350236976202737e-07,0.0081044445
141,54,194,27648,-0.004167110921116546,-1.134856402873993,0.00341796875,0.2,-4.677559852600098,212,-0.02923610992729664,0.0003,2.901775094654724e-07,0.009411649
144,55,195,28160,-0.00031618232605978847,-1.08641542121768,0.0048828125,0.2,-21.758047103881836,216,0.0019743596203625202,0.0003,3.194727191124791e-08,0.0023397352
146,56,195,28672,-0.0024253887531813234,-1.1360769867897034,0.0234375,0.2,0.3627856969833374,220,-0.012006815522909164,0.0003,3.76138915569868e-07,0.005150875
149,57,195,29184,-0.002052880823612213,-1.1223072484135628,0.0263671875,0.2,-54.371482849121094,224,0.024561714380979538,0.0003,4.3068467292517454e-08,0.007533956
152,58,195,29696,-0.00015953724505379796,-1.0816540643572807,0.0,0.2,-13.612808227539062,228,-0.014602814801037312,0.0003,4.635124832563786e-09,0.001101494
154,59,195,30208,-0.002211159764556214,-1.1006545275449753,0.02001953125,0.2,-1.3927607536315918,232,-0.005532304756343365,0.0003,3.214584788635566e-08,0.0044364957
157,60,195,30720,-0.002348580746911466,-1.1363786235451698,0.03955078125,0.2,-4.024540901184082,236,0.0006208039703778923,0.0003,3.6452419638344224e-08,0.0066883657
159,61,195,31232,-0.006603533285669982,-1.1252938732504845,0.05859375,0.2,-13.880574226379395,240,-0.01362200640141964,0.0003,1.2528322701141348e-07,0.013040176
162,62,195,31744,-0.009522198437480256,-1.090059045702219,0.0771484375,0.2,-0.8805381059646606,244,-0.016165053471922874,0.0003,2.592962688452438e-07,0.010634137
165,63,195,32256,-0.006438376200094353,-1.1044552065432072,0.04931640625,0.2,-3.4625744819641113,248,-0.00605726009234786,0.0003,2.0126791705488145e-08,0.010455405
167,64,195,32768,-0.0066633212845772505,-1.094635158777237,0.052734375,0.2,-9.779999732971191,252,-0.031445570290088654,0.0003,2.790757897275231e-06,0.008461413
170,65,195,33280,-0.0023488341248594224,-1.0960471294820309,0.037109375,0.2,-0.09951210021972656,256,-0.004846120253205299,0.0003,9.382650216493982e-07,0.008212632
172,66,195,33792,-0.002142933910363354,-1.044677495956421,0.0107421875,0.2,-0.6676777601242065,260,-0.00748697342351079,0.0003,4.780266723847237e-07,0.0019172048
175,67,195,34304,-0.002480303286574781,-1.0194334145635366,0.00048828125,0.2,-0.32026803493499756,264,-0.014929880388081074,0.0003,2.1172950606662688e-07,0.005541873
177,68,195,34816,7.111311424523592e-05,-0.9270516838878393,0.0,0.2,-0.0850222110748291,268,-0.01707317866384983,0.0003,9.559484163285115e-08,0.002683598
180,69,195,35328,-0.0006349097384372726,-0.8887805603444576,0.0,0.2,-16.736467361450195,272,-0.015526116825640202,0.0003,5.3775189388233224e-08,0.0015292752
183,70,195,35840,-0.006704658328089863,-0.7884471397846937,0.05712890625,0.2,-1.7130823135375977,276,-0.02228793501853943,0.0003,3.0220306006523145e-06,0.012150333
185,71,195,36352,-0.0007458855397999287,-0.6948876325041056,0.0,0.2,-0.5712039470672607,280,-0.008356506936252117,0.0003,1.6566391390637758e-07,0.0010445028
188,72,195,36864,-0.0006217528716661036,-0.6427126545459032,0.00048828125,0.2,-1.153289556503296,284,-0.0042660972103476524,0.0003,9.167312070915146e-09,0.0013398536
190,73,195,37376,-0.005329518229700625,-0.6689407266676426,0.02685546875,0.2,-0.3094254732131958,288,-0.012394131161272526,0.0003,3.584970269809862e-07,0.004555407
193,74,195,37888,-0.001088251214241609,-0.794042969122529,0.02099609375,0.2,-2.2199909687042236,292,0.008853762410581112,0.0003,1.3136772368249616e-06,0.0049918327
195,75,196,38400,-0.005700142646674067,-0.7542337384074926,0.04345703125,0.2,-0.36235928535461426,296,-0.025207646191120148,0.0003,1.5434966558064422e-06,0.0072275456
198,76,196,38912,-0.0020121293637203053,-0.7115114778280258,0.0068359375,0.2,0.0017143487930297852,300,-0.0068171522580087185,0.0003,0.00011578848946158793,0.001918796
200,77,196,39424,-0.003727695468114689,-0.7453806363046169,0.0478515625,0.2,-0.5272918939590454,304,-0.02475547417998314,0.0003,0.00015333685534102415,0.0029945772
203,78,196,39936,-0.003380366717465222,-0.7462563533335924,0.033203125,0.2,-0.6526535749435425,308,-0.01763591170310974,0.0003,0.00033928335412269917,0.0038033696
206,79,196,40448,-0.005029201041907072,-0.7087779920548201,0.03271484375,0.2,0.12781202793121338,312,-0.01330862008035183,0.0003,0.0001906347180735679,0.0040712715
208,80,196,40960,-0.0024111528182402253,-0.6458131317049265,0.025390625,0.2,-0.28437650203704834,316,-0.019685225561261177,0.0003,1.0353594312562109e-05,0.00375094
211,81,196,41472,-0.003742833709111437,-0.6051878072321415,0.02490234375,0.2,-0.31316423416137695,320,-0.013837279751896858,0.0003,5.918477031130465e-06,0.0034519876
213,82,196,41984,-0.003534490562742576,-0.5941538084298372,0.0146484375,0.2,-0.4752035140991211,324,-0.006677522324025631,0.0003,1.5537194880899108e-05,0.0018472703
216,83,196,42496,-0.00027309397410135716,-0.5793850738555193,0.0,0.2,0.17115914821624756,328,-0.006186476908624172,0.0003,6.437062328501497e-06,0.0004879482
219,84,196,43008,-0.0034956865420099348,-0.6018503196537495,0.01318359375,0.2,0.21989905834197998,332,-0.020267104730010033,0.0003,4.52652062081782e-05,0.0018072092
221,85,196,43520,-0.0018390185723546892,-0.6033745594322681,0.01416015625,0.2,0.09529060125350952,336,-0.006309961434453726,0.0003,1.647710776353506e-05,0.0026523755
224,86,196,44032,-0.00405791963567026,-0.6060581021010876,0.017578125,0.2,-0.07476210594177246,340,-0.00747419148683548,0.0003,2.577261050973334e-05,0.0022690888
226,87,196,44544,-0.0030093746609054506,-0.6635495573282242,0.013671875,0.2,-0.15340971946716309,344,-0.012309729121625423,0.0003,5.592238938589844e-06,0.0014690488
229,88,196,45056,-0.005060829687863588,-0.5916501730680466,0.02099609375,0.2,0.5232220888137817,348,-0.025588903576135635,0.0003,4.050042496928086e-06,0.0029017138
231,89,196,45568,-0.0038187140016816556,-0.6298894863575697,0.02587890625,0.2,-0.5320389270782471,352,0.0006954616983421147,0.0003,1.0782954452670523e-06,0.0030230102
234,90,196,46080,-0.0030726208351552486,-0.6236825026571751,0.0107421875,0.2,-1.5691196918487549,356,-0.006159462034702301,0.0003,4.765665710948497e-07,0.0012928433
237,91,196,46592,-0.0034053266572300345,-0.7010769657790661,0.03662109375,0.2,0.061604857444763184,360,-0.0011589681962504983,0.0003,4.190303650730698e-07,0.004586827
239,92,196,47104,-0.0023193320084828883,-0.7339183259755373,0.0029296875,0.2,-0.5317906141281128,364,-0.021273087710142136,0.0003,1.119050662579113e-06,0.003058365
242,93,196,47616,-0.007218844024464488,-0.6032535880804062,0.02734375,0.2,-0.1350473165512085,368,-0.007361775729805231,0.0003,5.562306313322551e-07,0.002746335
244,94,196,48128,-0.0013811314420308918,-0.7143421862274408,0.01123046875,0.2,-1.7032997608184814,372,-0.010254699736833572,0.0003,7.024168242608653e-07,0.0023142933
247,95,196,48640,-0.004002967529231682,-0.6519004516303539,0.02587890625,0.2,-1.2737197875976562,376,-0.01021492574363947,0.0003,4.493078335388034e-06,0.0036523868
249,96,196,49152,-0.008458534197416157,-0.7344142198562622,0.06787109375,0.2,-1.4808309078216553,380,-0.024690644815564156,0.0003,9.369509586409919e-06,0.005086858
252,97,196,49664,-0.003782756713917479,-0.7450583335012197,0.00244140625,0.2,-0.9013200998306274,384,-0.015492988750338554,0.0003,1.1679711658774128e-05,0.0020459169
255,98,196,50176,0.0005516980309039354,-0.7639782521873713,0.01611328125,0.2,-0.261549711227417,388,0.004661490209400654,0.0003,3.1119839551951856e-06,0.0031159322
257,99,196,50688,-0.0007870241242926568,-0.7251298855990171,0.00244140625,0.2,-1.868180751800537,392,-0.01606941968202591,0.0003,1.8259183014457392e-06,0.00051135465
260,100,196,51200,-0.0029131874325685203,-0.8063766453415155,0.0244140625,0.2,-0.6686578989028931,396,-0.018021337687969208,0.0003,3.2679063193263858e-06,0.0020457725
262,101,196,51712,-0.0036569706280715764,-0.7574715316295624,0.021484375,0.2,0.33705949783325195,400,-0.027751747518777847,0.0003,6.761170496250024e-06,0.0026420695
265,102,196,52224,-0.002480076509527862,-0.774500910192728,0.0146484375,0.2,-0.9310522079467773,404,-0.0059778643772006035,0.0003,7.785378723923486e-07,0.0048117833
267,103,196,52736,-0.0039817423094064,-0.7420647293329239,0.03369140625,0.2,-0.11085820198059082,408,-0.033730220049619675,0.0003,7.705358530119e-07,0.004724133
270,104,196,53248,-0.0036377082869876176,-0.8075090404599905,0.0361328125,0.2,-0.47051894664764404,412,-0.007150523830205202,0.0003,1.1243453760800826e-06,0.0047523994
273,105,196,53760,-0.0022450119140557945,-0.8720500692725182,0.0341796875,0.2,-0.24941587448120117,416,-0.007962549105286598,0.0003,1.7586814573533616e-06,0.0029749882
275,106,196,54272,-8.788402192294598e-05,-0.8613490480929613,0.00390625,0.2,-2.0594449043273926,420,-0.009952309541404247,0.0003,2.953605285238581e-06,0.00049029174
278,107,196,54784,-0.00018134037964046001,-0.8817882593721151,0.00830078125,0.2,-1.863403558731079,424,0.0048528024926781654,0.0003,2.547897428428758e-06,0.0004624147
280,108,196,55296,-0.0030514856189256534,-0.9272078797221184,0.02294921875,0.2,-1.9167163372039795,428,-0.031541891396045685,0.0003,1.408189426355122e-05,0.003169022
283,109,196,55808,-0.0025293951912317425,-0.9922281578183174,0.046875,0.2,-3.595787525177002,432,-0.006939955521374941,0.0003,9.734204480638109e-06,0.0052171936
285,110,196,56320,-0.001949119905475527,-0.8792212978005409,0.017578125,0.2,-0.5238301753997803,436,-0.0230166744440794,0.0003,4.2403677045221855e-05,0.0041672746
288,111,196,56832,-0.0032397269969806075,-0.8885024450719357,0.07373046875,0.2,-0.3562021255493164,440,-0.018710196018218994,0.0003,1.2326459241318588e-05,0.010512863
291,112,196,57344,-0.004266441043000668,-0.7920651342719793,0.0703125,0.2,-0.4931994676589966,444,0.03613446280360222,0.0003,2.9560157537078524e-05,0.00933518
293,113,196,57856,0.0003881914308294654,-0.7048816308379173,0.0087890625,0.2,-0.12935733795166016,448,-0.01166661735624075,0.0003,0.000546479121503296,0.0008229477
296,114,197,58368,-0.00531547112041153,-0.6961578149348497,0.048828125,0.2,-0.5203416347503662,452,-0.011155320331454277,0.0003,0.0010754210541108478,0.003185161
298,115,197,58880,-0.003037628484889865,-0.6591967865824699,0.02783203125,0.2,-0.03456473350524902,456,-0.00016850625979714096,0.0003,4.022783067370028e-05,0.004614566
301,116,197,59392,-0.0030551287927664816,-0.6250002812594175,0.02294921875,0.2,-0.13527429103851318,460,-0.021401679143309593,0.0003,1.8071983896916777e-05,0.0024307284
303,117,197,59904,-0.00412819319171831,-0.7181617394089699,0.02734375,0.2,-0.05841028690338135,464,-0.01390269584953785,0.0003,6.478592343484024e-05,0.0023715994
306,118,197,60416,-0.004231003113090992,-0.7332264669239521,0.05029296875,0.2,-0.3277832269668579,468,-0.0081179765984416,0.0003,0.0001365152984327267,0.008357685
309,119,197,60928,-0.005841961014084518,-0.7651328947395086,0.03662109375,0.2,-0.6313451528549194,472,-0.017583230510354042,0.0003,1.013506643854356e-05,0.0054757698
311,120,197,61440,-0.0009747992153279483,-0.6991740390658379,0.01416015625,0.2,-0.5274976491928101,476,-0.009684834629297256,0.0003,9.147725990388267e-05,0.00069557724
314,121,197,61952,-0.004817794309929013,-0.7601712830364704,0.04931640625,0.2,-0.816190242767334,480,-0.008143294602632523,0.0003,4.960685755550642e-05,0.0075246487
316,122,197,62464,-0.0032959823147393763,-0.881719533354044,0.0927734375,0.2,-2.9343807697296143,484,-0.011724757961928844,0.0003,2.977792137315305e-06,0.015595551
319,123,197,62976,-0.006112591188866645,-0.937450710684061,0.05078125,0.2,-4.187948703765869,488,-0.029320253059267998,0.0003,1.0922110860178691e-07,0.004669716
321,124,197,63488,-0.01111449406016618,-1.0366301611065865,0.1396484375,0.2,-3.7678112983703613,492,-0.022483864799141884,0.0003,4.077661661661125e-07,0.035931148
324,125,197,64000,-0.011386599333491176,-1.1768683828413486,0.14697265625,0.2,-6.597123146057129,496,-0.030657928436994553,0.0003,8.088976919395918e-07,0.023445344
327,126,197,64512,-0.0033830708416644484,-1.1007135510444641,0.07373046875,0.2,-15.414159774780273,500,-0.013808944262564182,0.0003,1.9783519511484826e-07,0.012993135
329,127,197,65024,-0.0005255368305370212,-1.0782357044517994,0.02001953125,0.2,-8.536633491516113,504,-0.019190218299627304,0.0003,2.4545820642707383e-07,0.0017440241
332,128,197,65536,-0.0055286328424699605,-1.0320933386683464,0.06982421875,0.2,-11.578692436218262,508,-0.0273289792239666,0.0003,2.634551639069116e-07,0.014788309
334,129,197,66048,-0.004104595922399312,-1.0348777584731579,0.06640625,0.2,-9.037055969238281,512,-0.03189936652779579,0.0003,8.207657431480442e-08,0.011901
337,130,197,66560,-0.0008128087501972914,-1.1043600142002106,0.05322265625,0.2,-9.596113204956055,516,-0.0024305442348122597,0.0003,9.396158429098023e-08,0.0033391344
339,131,197,67072,-0.002069101028610021,-1.1279475167393684,0.0458984375,0.2,-13.138167381286621,520,-0.036639995872974396,0.0003,6.313684192127411e-08,0.005869621
342,132,197,67584,-0.004702384117990732,-1.1762592159211636,0.04296875,0.2,-21.500192642211914,524,-0.01933158189058304,0.0003,6.105308913983976e-08,0.0037801382
345,133,197,68096,-0.00327536987606436,-1.1675038859248161,0.0791015625,0.2,-20.38877296447754,528,-0.01702127419412136,0.0003,5.5869865678292996e-08,0.005640713
347,134,197,68608,-0.012788522522896528,-1.2118675522506237,0.203125,0.2,-12.449254035949707,532,-0.02684612013399601,0.0003,2.0950075396708456e-07,0.025660042
350,135,197,69120,-0.00047160402755253017,-1.197737954556942,0.068359375,0.2,-16.6844539642334,536,-0.0030350780580192804,0.0003,4.0892868313768815e-07,0.005289154
352,136,197,69632,-0.002955587347969413,-1.1630953438580036,0.0947265625,0.2,-20.099699020385742,540,-0.013398250564932823,0.0003,1.0319200594022249e-07,0.0060165795
355,137,197,70144,-0.0001864369260147214,-1.1671492382884026,0.08251953125,0.2,-10.888626098632812,544,0.0028596993070095778,0.0003,5.1305175607918585e-08,0.002684036
358,138,197,70656,0.0014390077558346093,-1.1700013875961304,0.06494140625,0.2,-19.065753936767578,548,-0.007262615021318197,0.0003,2.653097237459434e-07,0.0073045976
360,139,197,71168,-0.0015321291866712272,-1.175389364361763,0.05859375,0.2,-21.7927303314209,552,-0.021095840260386467,0.0003,4.98936353898749e-08,0.0130271055
363,140,197,71680,0.0024468045157846063,-1.1979284137487411,0.091796875,0.2,-22.37582015991211,556,0.0073774647898972034,0.0003,6.289370899081881e-08,0.009319156
365,141,197,72192,-0.003999966633273289,-1.1800426803529263,0.06494140625,0.2,-14.591833114624023,560,-0.03139052912592888,0.0003,1.2940118054860505e-07,0.002610954
368,142,197,72704,-0.011561512597836554,-1.2235908508300781,0.1611328125,0.2,-21.49953842163086,564,-0.04839416220784187,0.0003,2.807832666373855e-08,0.019747296
370,143,197,73216,0.00048195451381616294,-1.2116213031113148,0.056640625,0.2,-6.535696029663086,568,-0.012018909677863121,0.0003,1.3693942539916293e-06,0.0053584366
373,144,197,73728,0.0024011441855691373,-1.214957945048809,0.0693359375,0.2,-6.050050258636475,572,-0.01092199794948101,0.0003,2.3854579833670897e-07,0.0013858398
376,145,197,74240,-0.004247523960657418,-1.195916786789894,0.09326171875,0.2,-3.760897636413574,576,-0.0188053660094738,0.0003,2.3049744272141126e-06,0.009953411
378,146,197,74752,-0.0025671296461950988,-1.1696904301643372,0.0302734375,0.2,-2.71155047416687,580,-0.01312755886465311,0.0003,2.5767942335441774e-07,0.0020139217
381,147,197,75264,0.006685521540930495,-1.1548029407858849,0.15625,0.2,-9.421659469604492,584,-0.007225915789604187,0.0003,1.3849513991193163e-07,0.009563502
383,148,197,75776,0.0005997146654408425,-1.1434637233614922,0.07861328125,0.2,-13.47863483428955,588,-0.01548802014440298,0.0003,4.2245009823638213e-07,0.0041609704
386,149,197,76288,-0.00436738517601043,-1.1779316142201424,0.11669921875,0.2,-29.211687088012695,592,-0.033835139125585556,0.0003,1.4028357544493275e-06,0.010031309
388,150,197,76800,-0.00012024323223158717,-1.1883375123143196,0.0751953125,0.2,-21.910335540771484,596,-0.03217269480228424,0.0003,3.484199362357998e-08,0.0063584745
391,151,197,77312,-0.002699668286368251,-1.1883484311401844,0.0908203125,0.2,-22.794633865356445,600,-0.00925374124199152,0.0003,8.238515327940732e-06,0.011567984
393,152,197,77824,-0.006358629063470289,-1.1852651201188564,0.154296875,0.2,-35.16846466064453,604,-0.034608036279678345,0.0003,1.6605690045246035e-06,0.015581032
396,153,197,78336,-0.0008714579162187874,-1.16107277572155,0.08544921875,0.2,-20.610454559326172,608,-0.008653472177684307,0.0003,3.328014223091813e-07,0.0026572268
398,154,197,78848,0.0008309183467645198,-1.16610312089324,0.0185546875,0.2,-27.384326934814453,612,-0.01398501731455326,0.0003,7.477177455528228e-06,0.0036542173
401,155,197,79360,0.0015874552773311734,-1.145801868289709,0.05322265625,0.2,-3.7863054275512695,616,-0.022020680829882622,0.0003,5.042804759880504e-07,0.001432095
403,156,197,79872,-0.002442418714053929,-1.1402950696647167,0.080078125,0.2,-12.172046661376953,620,-0.009840129874646664,0.0003,1.5251833543339366e-07,0.005923328
405,157,198,80384,-0.0047167668817564845,-1.1342974044382572,0.07470703125,0.2,-6.4040846824646,624,-0.016698339954018593,0.0003,2.210708223704394e-07,0.0042160572
408,158,198,80896,-0.0019078170007560402,-1.116224255412817,0.033203125,0.2,-3.288079261779785,628,-0.015776369720697403,0.0003,1.2838409513271642e-07,0.00058394356
410,159,198,81408,-0.003546085354173556,-1.1028746291995049,0.0419921875,0.2,-21.92357635498047,632,-0.009306738153100014,0.0003,3.431924017055499e-07,0.0041312836
413,160,198,81920,0.0006948298832867295,-1.0666151866316795,0.05517578125,0.2,-8.09399127960205,636,-0.02025878243148327,0.0003,1.5414497317456366e-07,0.0028133392
415,161,198,82432,0.0006216331967152655,-1.0649465210735798,0.0966796875,0.2,-5.013499736785889,640,-0.007482374086976051,0.0003,9.02353707921133e-07,0.0039025005
418,162,198,82944,-0.004374675889266655,-1.0593030713498592,0.0703125,0.2,-3.922572612762451,644,-0.014062135480344296,0.0003,8.040415098720111e-07,0.0048163123
420,163,198,83456,-0.002261727233417332,-1.047825038433075,0.06005859375,0.2,-2.051886558532715,648,-0.023534586653113365,0.0003,6.48219544041595e-06,0.006988343
422,164,198,83968,-0.004573127283947542,-1.0454606674611568,0.10498046875,0.2,-1.9477832317352295,652,-0.0095725879073143,0.0003,7.2721582888846115e-06,0.008187561
425,165,198,84480,0.0005477602244354784,-0.9890584051609039,0.1240234375,0.2,-3.0251312255859375,656,-0.0220694188028574,0.0003,2.6049474699529895e-07,0.0049147527
427,166,198,84992,0.003595468821004033,-0.9577498827129602,0.09912109375,0.2,-4.349782943725586,660,-0.028539452701807022,0.0003,2.4374340381605464e-06,0.002582412
430,167,198,85504,0.002477864079992287,-0.964544365182519,0.05029296875,0.2,-0.8360801935195923,664,-0.009124541655182838,0.0003,1.6974996527863162e-06,0.0021021522
432,168,198,86016,0.0006249351426959038,-0.9721621293574572,0.0458984375,0.2,-0.7057636976242065,668,-0.013598433695733547,0.0003,1.024826994855399e-05,0.0006064604
435,169,198,86528,0.0063655179110355675,-0.9753098133951426,0.0947265625,0.2,-0.25964105129241943,672,-0.015208156779408455,0.0003,0.0009526067807854588,0.0025638524
437,170,198,87040,0.00048778008203953505,-0.9507821872830391,0.02490234375,0.2,-0.1090700626373291,676,-0.0007822513580322266,0.0003,0.0060240595684035725,0.0067722676
440,171,198,87552,-0.008310928533319384,-0.952200511470437,0.35986328125,0.2,-0.75135338306427,680,0.01629815436899662,0.0003,0.00011692207852576075,0.044526484
442,172,199,88064,-0.002436893992125988,-0.9740517530590296,0.30419921875,0.2,-6.4760942459106445,684,-0.007863117381930351,0.0003,0.0004910693475128625,0.027648725
444,173,199,88576,-0.008427153952652588,-0.9654697440564632,0.31982421875,0.2,-2.1069889068603516,688,-0.05155053362250328,0.0003,7.06298715655862e-05,0.019242104
447,174,199,89088,-0.004978893091902137,-1.0179156213998795,0.1044921875,0.2,-7.916177749633789,692,-0.0493873693048954,0.0003,1.8637183506697852e-05,0.008696744
449,175,199,89600,-0.002733375964453444,-0.994985556229949,0.09423828125,0.2,-3.187817096710205,696,-0.017677219584584236,0.0003,3.0988816943633424e-06,0.016936703
452,176,199,90112,-0.009332133340649307,-0.9563008304685354,0.18359375,0.2,-0.6725311279296875,700,-0.04362913966178894,0.0003,7.227908904283709e-06,0.021951128
454,177,199,90624,0.0003790576593019068,-0.9211605899035931,0.14111328125,0.2,-2.0968291759490967,704,-0.01905767247080803,0.0003,6.669355457233905e-06,0.009133543
457,178,199,91136,-0.001291901629883796,-0.8510711174458265,0.08056640625,0.2,-2.936758518218994,708,-0.0095307482406497,0.0003,7.696847017513164e-07,0.020903112
459,179,199,91648,0.0025970173883251846,-0.878838025033474,0.07568359375,0.2,-1.3639228343963623,712,0.008322549052536488,0.0003,5.709920887220221e-07,0.0022314978
462,180,199,92160,-0.0021650218695867807,-0.8265799917280674,0.01806640625,0.2,-3.2728281021118164,716,-0.006652382202446461,0.0003,1.5804815629127944e-05,0.004188413
464,181,199,92672,-0.006451405177358538,-0.8584720734506845,0.15673828125,0.2,-2.609461545944214,720,-0.016146065667271614,0.0003,1.4788938115462003e-05,0.015039143
466,182,199,93184,-0.0032009826391004026,-0.920166876167059,0.14697265625,0.2,-13.098628997802734,724,-0.018470894545316696,0.0003,6.406338450393179e-06,0.011973599
469,183,199,93696,-0.006107135326601565,-0.8988915272057056,0.05322265625,0.2,-2.844834327697754,728,-0.0044923704117536545,0.0003,7.007833286998277e-07,0.011493957
471,184,199,94208,-0.0007265585591085255,-0.8743203710764647,0.013671875,0.2,-19.048799514770508,732,-0.00276690605096519,0.0003,3.1304567094103675e-07,0.0012621207
474,185,199,94720,0.0022685855510644615,-0.8750849980860949,0.044921875,0.2,-15.740694046020508,736,-0.0005866249557584524,0.0003,3.678122119654681e-06,0.011029104
476,186,199,95232,0.008144080842612311,-0.9509027991443872,0.17724609375,0.2,-23.815027236938477,740,-0.015467613004148006,0.0003,6.351226022438539e-06,0.015165387
479,187,199,95744,0.00013433955609798431,-0.9115976188331842,0.08447265625,0.2,-7.393500328063965,744,-0.0006149064865894616,0.0003,2.1860523791161768e-06,0.004947478
481,188,199,96256,-0.00017227674834430218,-0.9659549500793219,0.0712890625,0.2,-59.24553298950195,748,0.008786763064563274,0.0003,5.210493456697662e-07,0.008939246
484,189,199,96768,0.004558498214464635,-0.9821784608066082,0.15625,0.2,-54.93085861206055,752,-0.014130774885416031,0.0003,1.6519682066729047e-07,0.014013662
486,190,199,97280,-0.00036922935396432877,-0.9828195199370384,0.064453125,0.2,-17.07230567932129,756,-0.0148246418684721,0.0003,1.8240336285835212e-07,0.0048264256
488,191,200,97792,0.0006772849592380226,-0.9932942278683186,0.04296875,0.2,-16.50005340576172,760,-0.004294905811548233,0.0003,7.020147152481115e-07,0.0032870406
491,192,200,98304,0.0018868132319767028,-1.0042052026838064,0.1357421875,0.2,-29.898113250732422,764,-0.013596946373581886,0.0003,1.904794539875354e-07,0.006287665
493,193,200,98816,-0.0009305785060860217,-1.0088098887354136,0.029296875,0.2,-31.47091293334961,768,-0.0031502447091042995,0.0003,1.3624216643748355e-07,0.003932723
496,194,200,99328,-0.0010394016280770302,-1.03384605422616,0.11767578125,0.2,-29.377689361572266,772,-0.031018413603305817,0.0003,1.6811963821083964e-07,0.0028469798
498,195,200,99840,0.0026384716329630464,-1.0239758230745792,0.087890625,0.2,-19.1112003326416,776,-0.02083222195506096,0.0003,1.8262207883701365e-06,0.006754237
501,196,200,100352,0.0005819969228468835,-1.0052637923508883,0.11083984375,0.2,-25.850933074951172,780,-0.025177014991641045,0.0003,3.742324907785033e-05,0.0071861222
503,197,200,100864,0.0017860360676422715,-0.9545633923262358,0.04345703125,0.2,-1.096203088760376,784,-0.004203780088573694,0.0003,0.0005830586806041538,0.0016969296
506,198,200,101376,0.0020725068752653897,-0.9759558290243149,0.0888671875,0.2,-0.3573836088180542,788,0.03081415966153145,0.0003,1.4874118294372352e-05,0.009689061
508,199,200,101888,0.0007226353918667883,-0.99977863766253,0.12744140625,0.2,-0.4088083505630493,792,-0.006941243074834347,0.0003,1.271613191455856e-05,0.008660756
510,200,200,102400,0.0003051990643143654,-0.9586700815707445,0.0654296875,0.2,-2.1787149906158447,796,-0.01322283037006855,0.0003,0.0005284512988186219,0.0068857
513,201,200,102912,-0.0059773262473754585,-0.9979106578975916,0.1318359375,0.2,-1.0289115905761719,800,-0.015473587438464165,0.0003,0.0006952000133724212,0.0078087184
515,202,200,103424,0.003435363993048668,-0.9337303470820189,0.146484375,0.2,-52.73518371582031,804,-0.037740062922239304,0.0003,0.00019833057971041512,0.013514371
